,Unnamed: 0,Date,AirPort,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity,Mean Humidity,Min Humidity,Max Sea Level PressurehPa,Mean Sea Level PressurehPa,Min Sea Level PressurehPa,Max VisibilityKm,Mean VisibilityKm,Min VisibilitykM,Max Wind SpeedKm/h,Mean Wind SpeedKm/h,Max Gust SpeedKm/h,Precipitationmm,CloudCover,Events,WindDirDegrees,Holiday
191,191,2011-11-09,ORD,17,10,3,13,6,-1,100,84,67,1015,1005,999,16,12,0,48,23,64.0,9.91,7,Rain,259,0.0
192,192,2011-11-10,ORD,5,3,0,1,-2,-3,82,73,64,1017,1015,1014,16,14,2,35,17,45.0,0.25,5,Rain-Snow,274,0.0
193,193,2011-11-11,ORD,7,3,-1,-1,-2,-4,85,67,49,1017,1013,1007,16,16,16,29,14,35.0,0.00,3,,213,0.0
194,194,2011-11-12,ORD,16,9,2,8,3,-1,82,63,44,1009,1007,1001,16,16,16,48,21,64.0,0.00,5,,207,0.0
195,195,2011-11-13,ORD,21,15,8,11,7,-1,77,53,28,1003,998,992,16,16,16,60,32,76.0,0.00,5,,215,0.0
196,196,2011-11-14,ORD,12,7,2,6,3,0,86,72,58,1007,1004,1001,16,16,16,14,6,21.0,0.25,6,,212,0.0
197,197,2011-11-15,ORD,18,9,1,4,2,-2,92,63,34,1011,1008,1005,16,16,11,37,13,48.0,0.00,2,,230,0.0
198,198,2011-11-16,ORD,8,4,-1,-3,-9,-13,61,43,24,1022,1017,1011,16,16,16,35,19,48.0,0.00,4,,292,0.0
199,199,2011-11-17,ORD,2,-1,-4,-8,-10,-12,68,52,35,1024,1022,1020,16,16,16,39,17,50.0,0.00,1,,253,0.0
200,200,2011-11-18,ORD,11,3,-4,-6,-7,-10,63,46,28,1023,1016,1012,16,16,16,56,30,72.0,0.00,3,,197,0.0
201,201,2011-11-19,ORD,14,11,7,10,3,-6,77,57,36,1013,1009,1006,16,16,16,48,27,63.0,T,7,Rain,202,0.0
202,202,2011-11-20,ORD,13,8,4,6,1,-1,79,72,65,1027,1023,1012,16,16,16,40,19,52.0,0.00,8,,8,0.0
203,203,2011-11-21,ORD,8,7,5,3,2,0,82,74,65,1027,1025,1022,16,16,16,24,15,48.0,0.00,7,,63,0.0
204,204,2011-11-22,ORD,6,6,4,4,3,2,92,84,76,1023,1016,1011,16,11,5,29,18,52.0,6.10,8,Rain,44,1.0
205,205,2011-11-23,ORD,10,6,1,3,1,-1,96,75,53,1024,1022,1017,16,12,8,26,10,34.0,0.00,2,Fog,265,0.0
206,206,2011-11-24,ORD,8,7,4,6,4,3,93,88,82,1024,1021,1017,13,9,5,34,22,45.0,0.00,7,,214,0.0
207,207,2011-11-25,ORD,14,10,6,8,5,2,83,72,61,1017,1014,1011,16,15,11,39,27,52.0,0.00,5,,207,0.0
208,208,2011-11-26,ORD,13,11,7,12,10,6,96,81,66,1012,1009,1007,16,9,3,37,18,48.0,25.65,8,Rain,240,0.0
209,209,2011-11-27,ORD,8,5,2,6,1,-3,92,81,70,1021,1015,1009,16,15,8,35,19,40.0,3.05,8,Rain,334,0.0
210,210,2011-11-28,ORD,5,3,1,0,-2,-3,76,73,70,1022,1019,1014,16,16,13,27,17,39.0,T,7,Snow,4,0.0
211,211,2011-11-29,ORD,7,3,-1,2,-2,-7,82,68,54,1016,1014,1012,16,16,16,58,34,74.0,0.00,7,,6,0.0
212,212,2011-11-30,ORD,7,2,-4,-6,-8,-12,75,50,25,1022,1019,1015,16,16,16,26,12,34.0,0.00,3,,268,0.0
213,213,2011-12-01,ORD,9,3,-4,0,-3,-6,89,64,39,1026,1024,1022,16,15,8,27,11,37.0,T,7,Rain-Snow,251,0.0
214,214,2011-12-02,ORD,6,3,-1,0,-1,-3,96,77,57,1032,1029,1026,16,14,6,26,11,32.0,0.51,5,Snow,291,0.0
215,215,2011-12-03,ORD,10,7,3,6,4,0,89,75,61,1027,1022,1013,16,13,5,48,21,64.0,8.38,8,Rain,183,0.0
216,216,2011-12-04,ORD,11,7,2,9,4,-2,89,80,70,1025,1016,1011,16,15,6,45,20,58.0,0.51,8,Rain,260,0.0
217,217,2011-12-05,ORD,4,3,2,2,0,-2,85,78,70,1026,1025,1023,16,16,11,26,14,40.0,2.03,8,Rain-Snow,354,0.0
218,218,2011-12-06,ORD,3,0,-3,-1,-4,-8,75,67,58,1026,1024,1021,16,15,6,29,13,39.0,T,7,Snow,5,0.0
219,219,2011-12-07,ORD,1,-1,-4,-6,-7,-10,81,62,43,1020,1018,1015,16,16,16,32,15,40.0,0.00,4,,264,0.0
220,220,2011-12-08,ORD,2,-1,-4,-4,-6,-7,81,70,59,1024,1022,1020,16,16,16,24,10,32.0,0.00,8,,248,0.0
221,221,2011-12-09,ORD,0,-4,-8,-3,-9,-14,85,64,42,1031,1025,1022,16,12,3,26,14,35.0,0.76,5,Snow,292,0.0
222,222,2011-12-10,ORD,-3,-7,-11,-8,-14,-17,70,54,38,1035,1032,1030,16,16,16,23,15,32.0,0.00,1,,239,0.0
223,223,2011-12-11,ORD,7,2,-3,-2,-5,-8,75,64,53,1031,1029,1028,16,16,16,34,19,39.0,0.00,0,,201,0.0
224,224,2011-12-12,ORD,8,2,-5,-3,-4,-7,88,67,45,1030,1029,1028,16,16,16,21,10,24.0,0.00,4,,187,0.0
225,225,2011-12-13,ORD,7,6,3,4,1,-3,93,76,58,1030,1027,1024,16,13,3,14,6,19.0,2.29,8,Rain,181,0.0
226,226,2011-12-14,ORD,13,9,5,12,7,4,96,93,89,1023,1014,1005,16,9,4,40,21,50.0,36.32,8,Rain,187,0.0
227,227,2011-12-15,ORD,14,7,1,12,3,-7,93,76,59,1025,1010,1003,16,15,6,48,29,63.0,0.51,8,Rain,263,0.0
228,228,2011-12-16,ORD,1,-1,-3,-6,-7,-8,75,66,56,1030,1028,1025,16,16,16,24,10,29.0,0.00,3,,300,1.0
229,229,2011-12-17,ORD,0,-1,-2,-3,-3,-6,92,81,69,1027,1024,1022,16,10,2,19,8,24.0,1.52,8,Snow,229,0.0
230,230,2011-12-18,ORD,7,2,-4,2,-3,-6,92,75,57,1024,1021,1012,16,9,0,35,15,42.0,0.00,4,Fog,221,0.0
231,231,2011-12-19,ORD,10,7,3,3,1,-2,76,71,65,1023,1016,1011,16,16,16,29,19,50.0,T,6,,351,0.0
232,232,2011-12-20,ORD,4,3,2,3,0,-4,92,76,59,1022,1015,1007,16,12,3,26,12,48.0,T,8,Rain,74,0.0
233,233,2011-12-21,ORD,6,4,3,4,3,0,100,90,79,1014,1008,1004,16,9,1,26,10,34.0,0.25,8,Fog-Rain,264,0.0
234,234,2011-12-22,ORD,4,2,-1,2,-1,-6,92,81,69,1025,1019,1014,16,12,2,34,13,47.0,0.51,7,Rain-Snow,338,0.0
235,235,2011-12-23,ORD,1,-2,-5,-6,-7,-9,81,66,51,1028,1026,1023,16,16,16,26,14,35.0,0.00,4,,260,0.0
236,236,2011-12-24,ORD,4,-1,-6,-3,-4,-7,92,73,54,1027,1025,1021,16,16,13,32,15,39.0,0.00,1,,210,0.0
237,237,2011-12-25,ORD,7,3,-2,-3,-4,-5,78,64,49,1027,1022,1017,16,16,16,39,19,50.0,0.00,3,,278,0.0
238,238,2011-12-26,ORD,7,1,-5,1,-3,-6,89,71,53,1027,1020,1010,16,15,10,37,18,47.0,1.52,3,Rain,208,0.0
239,239,2011-12-27,ORD,5,1,-3,2,-2,-8,92,76,59,1015,1007,1001,16,14,8,47,20,56.0,1.52,7,Rain,292,0.0
240,240,2011-12-28,ORD,-1,-3,-7,-3,-9,-12,85,68,50,1019,1016,1010,16,16,16,24,10,29.0,0.00,5,,226,0.0
241,241,2011-12-29,ORD,9,4,-1,1,-1,-2,89,74,58,1009,1004,999,16,16,14,37,15,50.0,0.25,4,Rain,232,0.0
242,242,2011-12-30,ORD,7,3,0,6,3,-2,93,85,76,1009,1002,996,16,7,1,35,14,47.0,10.41,8,Rain,58,0.0
243,243,2011-12-31,ORD,4,2,-2,2,0,-3,92,87,82,1017,1012,1006,16,10,6,35,17,45.0,0.00,6,,209,0.0
244,244,2011-09-01,LAX,21,18,15,14,14,13,90,76,61,1012,1011,1009,16,11,4,23,13,,0.00,5,Fog,265,0.0
245,245,2011-09-02,LAX,19,17,14,14,13,13,93,83,73,1014,1012,1011,16,10,4,26,14,32.0,0.00,6,Fog,263,0.0
246,246,2011-09-03,LAX,19,17,15,14,13,13,93,81,68,1013,1012,1011,16,13,4,32,13,37.0,0.00,3,Fog,246,0.0
247,247,2011-09-04,LAX,21,18,16,15,14,13,97,83,68,1012,1011,1010,16,13,3,40,13,45.0,0.00,4,Fog,252,0.0
248,248,2011-09-05,LAX,27,22,17,15,14,13,84,68,52,1012,1010,1009,16,16,13,29,12,37.0,T,4,Rain,243,0.0
249,249,2011-09-06,LAX,29,23,18,16,14,13,84,62,40,1012,1011,1010,16,16,14,26,9,29.0,0.00,1,Fog,261,0.0
250,250,2011-09-07,LAX,28,24,19,17,16,14,81,65,48,1014,1013,1011,16,16,16,23,10,,0.00,1,,260,0.0
251,251,2011-09-08,LAX,28,23,17,17,15,12,81,62,42,1015,1013,1010,16,16,16,32,11,37.0,0.00,1,Fog,250,0.0
252,252,2011-09-09,LAX,22,19,17,16,15,13,90,79,68,1012,1010,1007,16,14,8,23,10,29.0,0.00,2,,250,0.0
253,253,2011-09-10,LAX,24,21,17,14,13,13,84,69,53,1013,1011,1010,16,16,14,23,12,32.0,T,6,,144,0.0
254,254,2011-09-11,LAX,23,21,18,14,13,12,78,66,53,1016,1015,1013,16,16,16,26,14,35.0,0.00,4,,224,0.0
255,255,2011-09-12,LAX,23,20,17,16,14,13,87,72,57,1017,1016,1015,16,16,16,27,12,,0.00,1,,262,0.0
256,256,2011-09-13,LAX,22,20,17,17,16,15,93,80,66,1017,1016,1014,16,15,10,23,10,,0.00,4,Fog,259,0.0
257,257,2011-09-14,LAX,21,19,17,16,16,15,90,80,70,1015,1013,1011,16,14,8,26,11,34.0,0.00,5,,268,0.0
258,258,2011-09-15,LAX,23,20,17,16,15,14,90,78,66,1013,1012,1011,16,11,5,26,11,32.0,0.00,6,Fog,262,0.0
259,259,2011-09-16,LAX,19,18,17,17,16,15,87,83,78,1015,1014,1012,16,13,4,21,10,24.0,T,8,,247,0.0
260,260,2011-09-17,LAX,22,19,17,16,14,13,87,74,61,1017,1016,1015,16,16,16,27,13,34.0,0.00,6,,249,0.0
261,261,2011-09-18,LAX,21,18,15,16,14,13,93,80,66,1017,1016,1015,16,15,11,26,10,35.0,0.00,4,,259,0.0
262,262,2011-09-19,LAX,19,18,16,16,16,15,93,87,81,1016,1014,1013,13,5,0,24,12,32.0,0.00,7,Fog,274,0.0
263,263,2011-09-20,LAX,21,18,16,15,15,14,97,85,73,1015,1013,1011,16,7,0,26,11,35.0,0.00,7,Fog,263,0.0
264,264,2011-09-21,LAX,21,18,16,16,15,14,97,85,73,1014,1013,1012,16,9,4,24,10,29.0,0.00,6,,258,0.0
265,265,2011-09-22,LAX,22,19,16,16,16,15,100,84,68,1015,1014,1013,11,3,0,32,10,37.0,0.00,6,Fog,273,0.0
266,266,2011-09-23,LAX,23,20,16,16,16,15,97,85,73,1016,1015,1013,16,10,1,24,11,29.0,0.00,5,Fog,256,0.0
267,267,2011-09-24,LAX,20,19,17,16,15,14,93,86,78,1016,1014,1014,16,12,6,24,11,32.0,T,8,,265,0.0
268,268,2011-09-25,LAX,21,19,16,14,14,14,84,76,68,1016,1014,1013,16,16,13,24,8,29.0,0.00,6,,251,0.0
269,269,2011-09-26,LAX,22,19,16,16,14,13,90,76,61,1015,1013,1012,16,14,11,24,10,29.0,0.00,4,,240,0.0
270,270,2011-09-27,LAX,23,20,16,17,16,15,93,79,64,1015,1013,1011,16,13,1,29,9,35.0,0.00,3,Fog,247,0.0
271,271,2011-09-28,LAX,21,19,18,16,16,16,87,80,73,1016,1015,1013,11,7,3,23,8,26.0,0.00,7,Fog,201,0.0
272,272,2011-09-29,LAX,22,19,17,16,15,14,93,80,66,1015,1014,1013,16,10,5,24,11,29.0,0.00,3,Fog,254,0.0
273,273,2011-09-30,LAX,20,19,17,16,14,14,90,79,68,1016,1014,1012,16,14,10,37,14,42.0,0.25,5,Rain,271,0.0
274,274,2011-10-01,LAX,25,20,15,16,14,13,97,74,50,1014,1013,1012,16,16,16,37,10,42.0,0.00,1,,246,0.0
275,275,2011-10-02,LAX,24,21,18,16,14,12,84,67,49,1016,1014,1013,16,16,16,32,12,40.0,0.00,2,,255,0.0
276,276,2011-10-03,LAX,22,19,17,14,13,10,84,70,55,1014,1013,1013,16,16,16,40,16,48.0,0.00,2,,255,0.0
277,277,2011-10-04,LAX,21,18,16,14,13,10,84,74,63,1015,1014,1013,16,16,10,32,13,40.0,0.51,5,Rain,258,0.0
278,278,2011-10-05,LAX,18,16,14,17,14,8,100,82,64,1014,1011,1009,16,9,1,45,19,58.0,15.49,6,Rain,210,0.0
279,279,2011-10-06,LAX,18,15,11,11,9,8,83,68,52,1014,1012,1011,16,16,16,37,12,45.0,0.00,2,,268,0.0
280,280,2011-10-07,LAX,21,16,12,12,10,7,83,63,42,1019,1017,1014,16,16,16,32,10,37.0,0.00,1,,259,0.0
281,281,2011-10-08,LAX,22,17,13,12,9,6,80,58,35,1018,1016,1014,16,16,16,23,9,26.0,0.00,0,,272,1.0
282,282,2011-10-09,LAX,23,19,14,13,11,6,78,58,37,1015,1013,1011,16,16,16,23,9,27.0,0.00,1,,237,0.0
283,283,2011-10-10,LAX,22,18,14,14,13,9,90,67,44,1014,1013,1012,16,13,10,23,7,27.0,0.00,3,Fog,242,0.0
284,284,2011-10-11,LAX,24,19,14,16,14,12,93,71,49,1013,1012,1010,16,11,4,24,8,26.0,0.00,1,Fog,252,0.0
285,285,2011-10-12,LAX,30,24,18,16,13,11,87,61,34,1012,1010,1008,16,16,16,21,7,26.0,0.00,0,,263,0.0
286,286,2011-10-13,LAX,33,27,19,17,11,3,73,45,16,1010,1009,1008,16,16,16,23,8,34.0,0.00,0,,228,0.0
287,287,2011-10-14,LAX,27,22,17,17,16,13,93,71,48,1013,1011,1009,16,10,0,23,8,27.0,0.00,6,Fog,234,0.0
288,288,2011-10-15,LAX,20,18,17,15,14,14,90,82,73,1015,1014,1012,16,12,6,26,13,35.0,0.00,5,,257,0.0
289,289,2011-10-16,LAX,21,18,16,16,14,14,97,83,68,1017,1016,1015,16,14,3,26,9,32.0,0.00,3,,257,0.0
290,290,2011-10-17,LAX,22,19,15,16,15,14,100,84,68,1018,1016,1016,16,6,0,19,9,27.0,0.00,3,Fog,263,0.0
291,291,2011-10-18,LAX,17,16,15,14,14,14,93,89,84,1018,1016,1014,16,3,0,32,10,37.0,0.00,8,Fog,247,0.0
292,292,2011-10-19,LAX,18,17,15,14,14,13,93,83,73,1014,1013,1012,11,5,2,21,9,24.0,0.00,7,Fog,168,0.0
293,293,2011-10-20,LAX,19,17,16,14,13,12,90,82,73,1018,1015,1014,14,10,6,21,8,29.0,0.00,6,Fog,224,0.0
294,294,2011-10-21,LAX,19,17,16,13,13,12,84,76,67,1019,1018,1016,14,10,6,24,11,32.0,0.00,5,Fog,290,0.0
295,295,2011-10-22,LAX,18,16,13,14,14,13,100,89,78,1018,1016,1014,13,3,0,24,9,35.0,0.00,6,Fog,280,0.0
296,296,2011-10-23,LAX,19,17,14,14,13,13,100,84,68,1016,1015,1014,11,4,0,23,7,27.0,0.00,7,Fog,246,0.0
297,297,2011-10-24,LAX,18,17,15,13,13,12,87,77,67,1019,1017,1015,16,11,6,23,10,29.0,0.00,8,,274,0.0
298,298,2011-10-25,LAX,18,17,16,14,13,12,90,81,72,1019,1017,1016,16,14,6,19,9,34.0,T,8,,263,0.0
299,299,2011-10-26,LAX,19,17,14,13,12,9,87,72,56,1018,1016,1015,16,16,16,23,11,29.0,0.00,1,,255,0.0
300,300,2011-10-27,LAX,22,17,11,14,8,-6,93,54,15,1017,1016,1014,16,16,16,21,7,26.0,0.00,0,,258,0.0
301,301,2011-10-28,LAX,25,18,11,13,6,-6,78,46,14,1018,1017,1016,16,16,16,23,9,26.0,0.00,1,,257,0.0
302,302,2011-10-29,LAX,24,18,12,13,7,-1,78,49,20,1017,1016,1015,16,16,13,19,5,26.0,0.00,1,,240,0.0
303,303,2011-10-30,LAX,24,18,12,16,9,1,90,57,23,1017,1016,1015,16,15,11,23,8,39.0,0.00,2,,242,0.0
304,304,2011-10-31,LAX,17,14,11,14,12,11,100,89,78,1017,1015,1013,13,6,0,19,8,29.0,0.00,4,Fog,260,0.0
305,305,2011-11-01,LAX,19,16,13,13,12,11,93,76,58,1015,1014,1013,10,5,2,16,5,,0.00,3,Fog,264,0.0
306,306,2011-11-02,LAX,29,21,12,12,-4,-21,93,48,3,1019,1017,1015,16,13,3,16,8,,0.00,1,Fog,59,0.0
307,307,2011-11-03,LAX,19,17,14,13,3,-11,73,43,13,1017,1014,1012,16,16,16,24,10,45.0,0.00,4,,271,0.0
308,308,2011-11-04,LAX,16,14,12,12,8,0,77,59,41,1012,1009,1007,16,16,10,40,18,48.0,3.56,6,Rain,274,0.0
309,309,2011-11-05,LAX,16,12,8,8,4,-1,80,58,35,1017,1015,1011,16,16,16,24,12,35.0,0.00,1,,312,0.0
310,310,2011-11-06,LAX,16,12,9,9,7,4,93,78,62,1017,1016,1015,16,13,2,35,11,47.0,10.67,5,Rain,70,0.0
311,311,2011-11-07,LAX,17,12,8,7,6,3,86,66,46,1023,1020,1017,16,16,16,26,9,32.0,0.00,0,,290,0.0
312,312,2011-11-08,LAX,20,14,8,9,4,1,77,53,29,1025,1023,1022,16,16,16,23,10,,0.00,1,,4,0.0
313,313,2011-11-09,LAX,26,17,9,9,0,-9,64,37,9,1025,1022,1020,16,16,16,21,9,27.0,0.00,3,,37,0.0
314,314,2011-11-10,LAX,24,20,15,-1,-5,-8,24,18,12,1022,1019,1015,16,16,16,23,9,35.0,0.00,7,,47,0.0
315,315,2011-11-11,LAX,22,18,15,8,2,-3,56,38,20,1015,1012,1009,16,16,16,24,9,34.0,T,6,Rain,101,0.0
316,316,2011-11-12,LAX,18,15,12,12,8,6,72,62,52,1011,1010,1008,16,16,14,37,13,56.0,3.81,7,Rain,82,0.0
317,317,2011-11-13,LAX,21,17,12,12,10,7,89,67,45,1014,1012,1011,16,16,16,27,10,34.0,0.00,3,,276,0.0
318,318,2011-11-14,LAX,18,15,11,12,11,9,93,78,63,1016,1014,1013,16,16,16,24,8,39.0,0.00,4,,166,0.0
319,319,2011-11-15,LAX,18,16,13,12,11,9,86,71,56,1019,1017,1016,16,15,11,26,10,32.0,0.00,4,,274,0.0
320,320,2011-11-16,LAX,17,15,13,13,12,11,93,80,67,1022,1020,1019,16,10,4,24,9,32.0,0.00,3,Fog,252,0.0
321,321,2011-11-17,LAX,19,16,12,13,12,9,93,75,56,1020,1017,1015,16,8,1,24,5,27.0,0.00,4,Fog,238,1.0
322,322,2011-11-18,LAX,16,15,13,12,11,9,86,75,64,1016,1014,1013,16,11,5,13,7,24.0,0.00,7,,197,0.0
323,323,2011-11-19,LAX,16,13,11,11,9,7,86,74,62,1015,1013,1012,16,16,13,24,10,27.0,T,6,Rain,185,0.0
324,324,2011-11-20,LAX,12,11,9,12,9,7,100,86,71,1016,1014,1013,16,11,1,29,10,37.0,24.89,7,Rain,106,0.0
325,325,2011-11-21,LAX,14,11,7,10,9,7,100,84,67,1025,1022,1016,16,16,13,21,8,26.0,0.00,2,Fog,288,0.0
326,326,2011-11-22,LAX,18,13,7,12,9,6,100,81,62,1026,1023,1020,16,16,16,21,7,27.0,0.00,1,,271,0.0
327,327,2011-11-23,LAX,18,14,9,12,9,6,86,67,48,1019,1016,1014,16,16,14,21,9,,0.00,5,Fog,265,0.0
328,328,2011-11-24,LAX,17,14,11,11,9,8,100,79,58,1020,1017,1015,16,15,11,24,9,24.0,T,4,,279,0.0
329,329,2011-11-25,LAX,18,14,10,12,9,7,93,76,58,1024,1022,1020,16,15,11,21,7,26.0,0.00,1,,78,0.0
330,330,2011-11-26,LAX,23,17,10,13,7,-3,89,54,19,1026,1024,1023,16,16,13,19,5,26.0,0.00,0,,267,0.0
331,331,2011-11-27,LAX,27,18,8,4,-1,-5,50,31,12,1026,1024,1021,16,16,16,21,9,29.0,0.00,1,,31,1.0
332,332,2011-11-28,LAX,25,18,10,8,2,-6,52,34,16,1021,1019,1018,16,16,16,23,6,26.0,0.00,5,,352,0.0
333,333,2011-11-29,LAX,23,19,16,13,6,0,78,52,26,1019,1017,1016,16,16,16,21,4,23.0,0.00,4,Fog,279,0.0
334,334,2011-11-30,LAX,21,14,7,13,9,-8,100,62,24,1017,1013,1008,16,8,0,52,14,76.0,0.00,3,Fog,65,0.0
335,335,2011-12-01,LAX,19,16,11,6,-5,-11,51,32,12,1013,1010,1008,16,16,16,34,17,64.0,0.00,2,,357,0.0
336,336,2011-12-02,LAX,18,13,9,13,7,2,81,57,33,1016,1015,1013,16,16,16,35,11,40.0,0.00,1,,272,0.0
337,337,2011-12-03,LAX,17,13,9,8,-3,-16,63,37,11,1023,1019,1015,16,16,16,23,8,34.0,0.00,0,,92,0.0
338,338,2011-12-04,LAX,17,12,6,6,-4,-14,66,39,12,1024,1022,1020,16,16,16,21,7,35.0,0.00,2,,74,0.0
339,339,2011-12-05,LAX,18,10,2,4,-3,-13,56,36,15,1026,1023,1021,16,16,16,19,6,27.0,0.00,0,,172,0.0
340,340,2011-12-06,LAX,16,11,5,5,-4,-11,61,39,16,1027,1026,1025,16,16,16,26,7,34.0,0.00,0,,348,1.0
341,341,2011-12-07,LAX,18,12,7,11,-2,-13,90,53,16,1024,1021,1018,16,16,16,23,8,32.0,0.00,0,,349,0.0
342,342,2011-12-08,LAX,19,11,3,10,2,-6,77,53,28,1020,1019,1017,16,16,14,21,7,26.0,0.00,2,,102,0.0
343,343,2011-12-09,LAX,19,13,7,12,4,-3,86,55,24,1021,1020,1019,16,16,14,19,6,26.0,0.00,2,Fog,284,0.0
344,344,2011-12-10,LAX,18,14,9,11,6,-6,83,53,22,1021,1019,1017,16,16,16,27,8,32.0,0.00,2,,265,0.0
345,345,2011-12-11,LAX,15,12,8,8,7,5,83,68,53,1017,1014,1011,16,15,10,19,6,23.0,0.00,7,,99,0.0
346,346,2011-12-12,LAX,13,11,9,9,8,6,89,78,66,1011,1009,1007,16,12,5,27,12,47.0,16.51,7,Rain,80,0.0
347,347,2011-12-13,LAX,17,13,9,8,6,3,86,67,47,1019,1014,1011,16,16,16,32,11,37.0,0.00,4,,349,0.0
348,348,2011-12-14,LAX,16,12,8,9,7,4,83,72,60,1025,1023,1020,16,16,14,19,8,29.0,0.00,2,,8,0.0
349,349,2011-12-15,LAX,14,11,7,8,6,4,86,74,61,1024,1021,1018,16,15,10,27,7,35.0,0.51,4,Rain-Thunderstorm,76,0.0
350,350,2011-12-16,LAX,19,12,6,7,2,-3,89,58,26,1020,1018,1016,16,16,16,19,6,26.0,0.00,1,Fog,208,0.0
351,351,2011-12-17,LAX,18,15,11,7,5,1,62,49,36,1021,1019,1016,16,16,14,19,7,27.0,T,6,Rain,309,0.0
352,352,2011-12-18,LAX,17,13,9,11,8,7,86,71,56,1022,1020,1018,16,16,16,24,8,27.0,0.00,4,,122,0.0
353,353,2011-12-19,LAX,15,12,9,9,8,7,89,73,57,1019,1017,1016,16,15,11,21,8,32.0,0.00,6,,107,0.0
354,354,2011-12-20,LAX,18,13,9,9,7,3,86,63,40,1017,1016,1014,16,16,16,16,3,,0.00,2,,246,0.0
355,355,2011-12-21,LAX,17,12,7,11,7,2,83,67,51,1019,1017,1015,16,16,10,16,6,24.0,0.00,1,,176,1.0
356,356,2011-12-22,LAX,20,14,8,9,-2,-21,86,46,6,1028,1024,1019,16,16,13,35,8,63.0,0.00,1,Fog,51,0.0
357,357,2011-12-23,LAX,19,12,4,8,-6,-20,66,36,6,1032,1029,1028,16,16,16,19,5,,0.00,2,,144,0.0
358,358,2011-12-24,LAX,22,14,6,1,-5,-11,62,37,11,1029,1027,1026,16,16,16,19,5,,0.00,0,,115,0.0
359,359,2011-12-25,LAX,22,14,7,9,-1,-11,77,44,10,1027,1025,1023,16,16,16,23,6,26.0,0.00,1,,310,0.0
360,360,2011-12-26,LAX,20,14,7,10,2,-7,89,53,16,1024,1023,1022,16,16,13,14,6,21.0,0.00,1,,202,1.0
361,361,2011-12-27,LAX,19,13,7,10,6,-1,100,64,28,1024,1023,1021,16,13,0,19,6,24.0,0.00,2,Fog,278,0.0
362,362,2011-12-28,LAX,23,16,8,9,3,-6,76,46,15,1024,1022,1020,16,16,16,21,6,24.0,0.00,1,,286,0.0
363,363,2011-12-29,LAX,21,15,9,13,9,1,100,65,29,1019,1016,1015,16,11,1,19,5,21.0,0.00,3,Fog,265,0.0
364,364,2011-12-30,LAX,14,11,8,11,10,8,100,92,83,1019,1017,1016,8,1,0,14,6,26.0,0.00,5,Fog,250,0.0
365,365,2011-12-31,LAX,17,12,7,11,9,6,100,78,56,1019,1017,1016,8,3,0,19,5,24.0,0.00,3,Fog,246,0.0
366,366,2011-09-01,DFW,38,33,27,17,14,11,51,35,19,1015,1013,1010,16,16,16,34,14,45.0,0.00,1,,157,0.0
367,367,2011-09-02,DFW,38,33,28,22,18,13,65,45,24,1013,1011,1008,16,16,16,29,15,37.0,0.00,2,,127,0.0
368,368,2011-09-03,DFW,38,32,26,19,14,9,54,36,18,1010,1008,1005,16,16,16,34,14,45.0,0.00,3,,82,0.0
369,369,2011-09-04,DFW,36,30,24,18,15,13,54,43,31,1012,1009,1007,16,16,16,50,33,61.0,0.00,3,,9,0.0
370,370,2011-09-05,DFW,29,24,19,11,6,2,45,31,17,1017,1015,1012,16,16,16,45,27,58.0,0.00,0,,9,0.0
371,371,2011-09-06,DFW,31,23,14,8,6,3,67,43,18,1019,1016,1015,16,16,16,21,9,24.0,0.00,0,,10,0.0
372,372,2011-09-07,DFW,32,24,16,8,4,2,56,36,15,1021,1019,1016,16,15,8,35,13,45.0,0.00,3,,25,0.0
373,373,2011-09-08,DFW,31,25,19,8,6,2,48,32,16,1021,1019,1015,16,16,16,29,12,40.0,0.00,2,,360,0.0
374,374,2011-09-09,DFW,32,26,18,10,5,1,48,32,15,1017,1015,1013,16,16,16,26,10,37.0,0.00,1,,1,0.0
375,375,2011-09-10,DFW,34,25,16,9,8,6,52,35,18,1017,1015,1013,16,16,16,24,9,29.0,0.00,1,,323,0.0
376,376,2011-09-11,DFW,36,27,18,14,10,8,68,43,18,1018,1016,1015,16,16,16,23,9,32.0,0.00,1,,360,0.0
377,377,2011-09-12,DFW,39,30,21,14,10,8,66,41,15,1019,1015,1012,16,16,16,19,7,24.0,0.00,2,,154,0.0
378,378,2011-09-13,DFW,42,33,24,11,10,6,43,29,15,1013,1011,1008,16,16,16,35,18,45.0,0.00,3,,226,0.0
379,379,2011-09-14,DFW,36,30,23,18,13,9,50,35,20,1014,1011,1009,16,16,16,35,14,45.0,T,5,Rain-Thunderstorm,244,0.0
380,380,2011-09-15,DFW,26,22,18,15,13,11,68,56,43,1021,1019,1015,16,16,16,37,20,45.0,0.00,6,,44,0.0
381,381,2011-09-16,DFW,33,27,20,22,17,10,93,67,40,1020,1017,1014,16,12,2,40,14,48.0,16.51,7,Rain-Thunderstorm,133,0.0
382,382,2011-09-17,DFW,33,27,20,22,19,18,90,69,47,1018,1015,1012,16,14,10,34,16,39.0,0.00,6,,165,0.0
383,383,2011-09-18,DFW,34,28,22,21,20,19,84,63,41,1016,1013,1010,16,16,16,42,17,52.0,0.00,5,Thunderstorm,202,0.0
